cell ID,x-coordinate,y-coordinate,z-coordinate,velocity-magnitude,x-velocity,y-velocity,z-velocity,pollutant
233,3.05E+00,5.35E+00,2.50E-01,1.78E-05,-3.33E-06,-1.75E-05,2.31E-07,1.00E+00
234,3.05E+00,5.35E+00,3.50E-01,2.12E-05,-3.79E-06,-2.08E-05,1.39E-06,1.00E+00
235,3.05E+00,5.35E+00,4.50E-01,2.40E-05,-3.86E-06,-2.35E-05,2.49E-06,1.00E+00
236,3.05E+00,5.35E+00,5.50E-01,2.65E-05,-3.67E-06,-2.61E-05,3.10E-06,1.00E+00
237,3.05E+00,5.35E+00,6.50E-01,2.89E-05,-3.35E-06,-2.86E-05,2.96E-06,1.00E+00
238,3.05E+00,5.35E+00,7.50E-01,3.12E-05,-2.98E-06,-3.09E-05,2.11E-06,1.00E+00
239,3.05E+00,5.35E+00,8.50E-01,3.34E-05,-2.75E-06,-3.33E-05,4.42E-07,1.00E+00
240,3.05E+00,5.35E+00,9.50E-01,3.56E-05,-2.49E-06,-3.55E-05,-1.94E-06,1.00E+00
241,3.05E+00,5.45E+00,5.00E-02,4.50E-06,-6.34E-07,-4.42E-06,-5.47E-07,1.00E+00
242,3.05E+00,5.45E+00,1.50E-01,9.77E-06,-2.15E-06,-9.51E-06,-6.25E-07,1.00E+00
243,3.05E+00,5.45E+00,2.50E-01,1.33E-05,-3.18E-06,-1.29E-05,-2.99E-08,1.00E+00
244,3.05E+00,5.45E+00,3.50E-01,1.59E-05,-3.63E-06,-1.55E-05,8.92E-07,1.00E+00
245,3.05E+00,5.45E+00,4.50E-01,1.81E-05,-3.72E-06,-1.77E-05,1.71E-06,1.00E+00
246,3.05E+00,5.45E+00,5.50E-01,2.02E-05,-3.60E-06,-1.98E-05,2.06E-06,1.00E+00
247,3.05E+00,5.45E+00,6.50E-01,2.22E-05,-3.39E-06,-2.19E-05,1.79E-06,1.00E+00
248,3.05E+00,5.45E+00,7.50E-01,2.42E-05,-3.23E-06,-2.40E-05,8.20E-07,1.00E+00
249,3.05E+00,5.45E+00,8.50E-01,2.63E-05,-3.12E-06,-2.61E-05,-8.97E-07,1.00E+00
250,3.05E+00,5.45E+00,9.50E-01,2.85E-05,-2.97E-06,-2.81E-05,-3.12E-06,1.00E+00
251,3.05E+00,5.55E+00,5.00E-02,2.83E-06,-5.80E-07,-2.72E-06,-4.75E-07,1.00E+00
252,3.05E+00,5.55E+00,1.50E-01,6.54E-06,-2.01E-06,-6.20E-06,-5.56E-07,1.00E+00
253,3.05E+00,5.55E+00,2.50E-01,9.11E-06,-3.01E-06,-8.59E-06,-5.04E-08,1.00E+00
254,3.05E+00,5.55E+00,3.50E-01,1.10E-05,-3.46E-06,-1.04E-05,6.77E-07,1.00E+00
255,3.05E+00,5.55E+00,4.50E-01,1.26E-05,-3.41E-06,-1.20E-05,1.33E-06,1.00E+00
256,3.05E+00,5.55E+00,5.50E-01,1.41E-05,-3.33E-06,-1.36E-05,1.52E-06,1.00E+00
257,3.05E+00,5.55E+00,6.50E-01,1.56E-05,-3.24E-06,-1.53E-05,1.15E-06,1.00E+00
258,3.05E+00,5.55E+00,7.50E-01,1.73E-05,-3.25E-06,-1.70E-05,9.19E-08,1.00E+00
259,3.05E+00,5.55E+00,8.50E-01,1.90E-05,-3.20E-06,-1.87E-05,-1.56E-06,1.00E+00
260,3.05E+00,5.55E+00,9.50E-01,2.09E-05,-3.19E-06,-2.04E-05,-3.61E-06,1.00E+00
261,3.05E+00,5.65E+00,5.00E-02,1.45E-06,-4.86E-07,-1.32E-06,-3.69E-07,1.00E+00
262,3.05E+00,5.65E+00,1.50E-01,3.83E-06,-1.80E-06,-3.36E-06,-3.67E-07,1.00E+00
263,3.05E+00,5.65E+00,2.50E-01,5.61E-06,-2.89E-06,-4.81E-06,1.43E-07,1.00E+00
264,3.05E+00,5.65E+00,3.50E-01,6.74E-06,-3.12E-06,-5.93E-06,7.73E-07,1.00E+00
265,3.05E+00,5.65E+00,4.50E-01,7.63E-06,-2.92E-06,-6.91E-06,1.37E-06,1.00E+00
266,3.05E+00,5.65E+00,5.50E-01,8.57E-06,-2.86E-06,-7.95E-06,1.44E-06,1.00E+00
267,3.05E+00,5.65E+00,6.50E-01,9.57E-06,-2.85E-06,-9.08E-06,1.02E-06,1.00E+00
268,3.05E+00,5.65E+00,7.50E-01,1.07E-05,-2.91E-06,-1.03E-05,4.25E-09,1.00E+00
269,3.05E+00,5.65E+00,8.50E-01,1.20E-05,-2.94E-06,-1.15E-05,-1.50E-06,1.00E+00
270,3.05E+00,5.65E+00,9.50E-01,1.36E-05,-3.02E-06,-1.28E-05,-3.34E-06,1.00E+00
271,3.05E+00,5.75E+00,5.00E-02,5.26E-07,-3.56E-07,-3.29E-07,-2.03E-07,1.00E+00
272,3.05E+00,5.75E+00,1.50E-01,1.88E-06,-1.38E-06,-1.28E-06,-5.51E-08,1.00E+00
273,3.05E+00,5.75E+00,2.50E-01,2.82E-06,-1.98E-06,-1.95E-06,4.80E-07,1.00E+00
274,3.05E+00,5.75E+00,3.50E-01,3.48E-06,-2.17E-06,-2.46E-06,1.14E-06,1.00E+00
275,3.05E+00,5.75E+00,4.50E-01,4.00E-06,-2.15E-06,-2.95E-06,1.63E-06,1.00E+00
276,3.05E+00,5.75E+00,5.50E-01,4.43E-06,-2.15E-06,-3.48E-06,1.69E-06,1.00E+00
277,3.05E+00,5.75E+00,6.50E-01,4.82E-06,-2.14E-06,-4.11E-06,1.31E-06,1.00E+00
278,3.05E+00,5.75E+00,7.50E-01,5.32E-06,-2.20E-06,-4.82E-06,4.85E-07,1.00E+00
279,3.05E+00,5.75E+00,8.50E-01,6.04E-06,-2.29E-06,-5.54E-06,-7.76E-07,1.00E+00
280,3.05E+00,5.75E+00,9.50E-01,7.14E-06,-2.42E-06,-6.29E-06,-2.35E-06,1.00E+00
281,3.05E+00,5.85E+00,5.00E-02,2.60E-07,-1.57E-07,2.07E-07,-1.11E-08,1.00E+00
282,3.05E+00,5.85E+00,1.50E-01,7.95E-07,-7.55E-07,3.68E-08,2.45E-07,1.00E+00
283,3.05E+00,5.85E+00,2.50E-01,1.33E-06,-1.05E-06,-7.05E-08,8.09E-07,1.00E+00
284,3.05E+00,5.85E+00,3.50E-01,1.81E-06,-1.14E-06,-1.59E-07,1.40E-06,1.00E+00
285,3.05E+00,5.85E+00,4.50E-01,2.18E-06,-1.11E-06,-2.90E-07,1.85E-06,1.00E+00
286,3.05E+00,5.85E+00,5.50E-01,2.30E-06,-1.07E-06,-4.68E-07,1.98E-06,1.00E+00
287,3.05E+00,5.85E+00,6.50E-01,2.14E-06,-1.04E-06,-6.71E-07,1.74E-06,1.00E+00
288,3.05E+00,5.85E+00,7.50E-01,1.86E-06,-1.07E-06,-9.38E-07,1.20E-06,1.00E+00
289,3.05E+00,5.85E+00,8.50E-01,1.73E-06,-1.16E-06,-1.24E-06,3.27E-07,1.00E+00
290,3.05E+00,5.85E+00,9.50E-01,2.16E-06,-1.27E-06,-1.53E-06,-8.20E-07,1.00E+00
291,3.05E+00,5.95E+00,5.00E-02,2.44E-07,3.33E-08,2.30E-07,7.30E-08,1.00E+00
292,3.05E+00,5.95E+00,1.50E-01,4.62E-07,-8.10E-08,3.19E-07,3.24E-07,1.00E+00
293,3.05E+00,5.95E+00,2.50E-01,8.34E-07,-7.75E-08,3.85E-07,7.36E-07,1.00E+00
294,3.05E+00,5.95E+00,3.50E-01,1.21E-06,9.43E-10,4.33E-07,1.13E-06,1.00E+00
295,3.05E+00,5.95E+00,4.50E-01,1.50E-06,1.21E-07,4.31E-07,1.43E-06,1.00E+00
296,3.05E+00,5.95E+00,5.50E-01,1.65E-06,2.46E-07,3.72E-07,1.59E-06,1.00E+00
297,3.05E+00,5.95E+00,6.50E-01,1.64E-06,3.73E-07,2.84E-07,1.57E-06,1.00E+00
298,3.05E+00,5.95E+00,7.50E-01,1.47E-06,4.74E-07,1.84E-07,1.38E-06,1.00E+00
299,3.05E+00,5.95E+00,8.50E-01,1.16E-06,5.40E-07,9.20E-08,1.03E-06,1.00E+00
300,3.05E+00,5.95E+00,9.50E-01,7.96E-07,5.73E-07,2.39E-08,5.52E-07,1.00E+00
301,3.15E+00,3.05E+00,5.00E-02,9.39E-07,-6.02E-07,7.15E-07,-9.06E-08,1.00E+00
302,3.15E+00,3.05E+00,1.50E-01,1.95E-06,-1.84E-06,2.85E-07,5.84E-07,1.00E+00
303,3.15E+00,3.05E+00,2.50E-01,4.05E-06,-2.78E-06,-2.20E-07,2.93E-06,1.00E+00
304,3.15E+00,3.05E+00,3.50E-01,7.64E-06,-3.63E-06,-6.42E-07,6.70E-06,1.00E+00
305,3.15E+00,3.05E+00,4.50E-01,1.26E-05,-4.39E-06,-9.31E-07,1.18E-05,9.99E-01
306,3.15E+00,3.05E+00,5.50E-01,1.86E-05,-5.04E-06,-1.15E-06,1.79E-05,9.99E-01
307,3.15E+00,3.05E+00,6.50E-01,2.54E-05,-5.59E-06,-1.32E-06,2.47E-05,9.99E-01
308,3.15E+00,3.05E+00,7.50E-01,3.26E-05,-5.97E-06,-1.45E-06,3.20E-05,9.98E-01
309,3.15E+00,3.05E+00,8.50E-01,4.00E-05,-6.21E-06,-1.62E-06,3.95E-05,9.98E-01
310,3.15E+00,3.05E+00,9.50E-01,4.74E-05,-6.21E-06,-1.87E-06,4.70E-05,9.97E-01
311,3.15E+00,3.15E+00,5.00E-02,1.58E-06,-1.08E-06,9.86E-07,6.08E-07,1.00E+00
312,3.15E+00,3.15E+00,1.50E-01,4.70E-06,-3.52E-06,-3.13E-07,3.10E-06,1.00E+00
313,3.15E+00,3.15E+00,2.50E-01,1.03E-05,-5.07E-06,-1.96E-06,8.77E-06,1.00E+00
314,3.15E+00,3.15E+00,3.50E-01,1.82E-05,-6.25E-06,-3.48E-06,1.67E-05,1.00E+00
315,3.15E+00,3.15E+00,4.50E-01,2.82E-05,-7.17E-06,-4.72E-06,2.68E-05,9.99E-01
316,3.15E+00,3.15E+00,5.50E-01,3.97E-05,-7.86E-06,-5.74E-06,3.85E-05,9.99E-01
317,3.15E+00,3.15E+00,6.50E-01,5.25E-05,-8.15E-06,-6.53E-06,5.14E-05,9.99E-01
318,3.15E+00,3.15E+00,7.50E-01,6.58E-05,-8.09E-06,-7.15E-06,6.49E-05,9.99E-01
319,3.15E+00,3.15E+00,8.50E-01,7.91E-05,-7.58E-06,-7.65E-06,7.84E-05,9.98E-01
320,3.15E+00,3.15E+00,9.50E-01,9.20E-05,-6.56E-06,-8.10E-06,9.14E-05,9.97E-01
321,3.15E+00,3.25E+00,5.00E-02,1.65E-06,-9.85E-07,6.17E-07,1.17E-06,1.00E+00
322,3.15E+00,3.25E+00,1.50E-01,6.57E-06,-3.81E-06,-2.20E-06,4.87E-06,1.00E+00
323,3.15E+00,3.25E+00,2.50E-01,1.50E-05,-5.53E-06,-5.69E-06,1.27E-05,1.00E+00
324,3.15E+00,3.25E+00,3.50E-01,2.55E-05,-6.78E-06,-8.91E-06,2.29E-05,1.00E+00
325,3.15E+00,3.25E+00,4.50E-01,3.82E-05,-7.62E-06,-1.16E-05,3.56E-05,1.00E+00
326,3.15E+00,3.25E+00,5.50E-01,5.25E-05,-8.10E-06,-1.38E-05,5.00E-05,9.99E-01
327,3.15E+00,3.25E+00,6.50E-01,6.78E-05,-8.11E-06,-1.55E-05,6.55E-05,9.99E-01
328,3.15E+00,3.25E+00,7.50E-01,8.35E-05,-7.66E-06,-1.70E-05,8.14E-05,9.99E-01
329,3.15E+00,3.25E+00,8.50E-01,9.91E-05,-6.67E-06,-1.82E-05,9.72E-05,9.98E-01
330,3.15E+00,3.25E+00,9.50E-01,1.14E-04,-5.06E-06,-1.93E-05,1.12E-04,9.98E-01
331,3.15E+00,3.35E+00,5.00E-02,1.72E-06,-6.98E-07,-4.88E-07,1.49E-06,1.00E+00
332,3.15E+00,3.35E+00,1.50E-01,8.80E-06,-3.49E-06,-5.41E-06,6.00E-06,1.00E+00
333,3.15E+00,3.35E+00,2.50E-01,1.93E-05,-5.18E-06,-1.09E-05,1.51E-05,1.00E+00
334,3.15E+00,3.35E+00,3.50E-01,3.16E-05,-6.33E-06,-1.58E-05,2.66E-05,1.00E+00
335,3.15E+00,3.35E+00,4.50E-01,4.57E-05,-7.03E-06,-2.00E-05,4.05E-05,1.00E+00
336,3.15E+00,3.35E+00,5.50E-01,6.11E-05,-7.29E-06,-2.34E-05,5.60E-05,1.00E+00
337,3.15E+00,3.35E+00,6.50E-01,7.73E-05,-7.05E-06,-2.61E-05,7.24E-05,9.99E-01
338,3.15E+00,3.35E+00,7.50E-01,9.35E-05,-6.29E-06,-2.84E-05,8.89E-05,9.99E-01
339,3.15E+00,3.35E+00,8.50E-01,1.09E-04,-4.99E-06,-3.03E-05,1.05E-04,9.99E-01
340,3.15E+00,3.35E+00,9.50E-01,1.24E-04,-3.08E-06,-3.20E-05,1.20E-04,9.99E-01
341,3.15E+00,3.45E+00,5.00E-02,2.83E-06,-4.14E-07,-2.23E-06,1.69E-06,1.00E+00
342,3.15E+00,3.45E+00,1.50E-01,1.23E-05,-3.07E-06,-9.87E-06,6.65E-06,1.00E+00
343,3.15E+00,3.45E+00,2.50E-01,2.46E-05,-4.67E-06,-1.76E-05,1.65E-05,1.00E+00
344,3.15E+00,3.45E+00,3.50E-01,3.81E-05,-5.73E-06,-2.44E-05,2.87E-05,1.00E+00
345,3.15E+00,3.45E+00,4.50E-01,5.30E-05,-6.28E-06,-3.00E-05,4.32E-05,1.00E+00
346,3.15E+00,3.45E+00,5.50E-01,6.87E-05,-6.33E-06,-3.46E-05,5.90E-05,1.00E+00
347,3.15E+00,3.45E+00,6.50E-01,8.48E-05,-5.85E-06,-3.83E-05,7.54E-05,1.00E+00
348,3.15E+00,3.45E+00,7.50E-01,1.01E-04,-4.85E-06,-4.13E-05,9.15E-05,9.99E-01
349,3.15E+00,3.45E+00,8.50E-01,1.16E-04,-3.34E-06,-4.39E-05,1.07E-04,9.99E-01
350,3.15E+00,3.45E+00,9.50E-01,1.29E-04,-1.25E-06,-4.61E-05,1.21E-04,9.99E-01
351,3.15E+00,3.55E+00,5.00E-02,4.77E-06,-1.88E-07,-4.40E-06,1.85E-06,1.00E+00
352,3.15E+00,3.55E+00,1.50E-01,1.70E-05,-2.69E-06,-1.52E-05,7.07E-06,1.00E+00
353,3.15E+00,3.55E+00,2.50E-01,3.10E-05,-4.22E-06,-2.53E-05,1.74E-05,1.00E+00
354,3.15E+00,3.55E+00,3.50E-01,4.54E-05,-5.18E-06,-3.38E-05,2.99E-05,1.00E+00
355,3.15E+00,3.55E+00,4.50E-01,6.07E-05,-5.57E-06,-4.08E-05,4.46E-05,1.00E+00
356,3.15E+00,3.55E+00,5.50E-01,7.62E-05,-5.41E-06,-4.64E-05,6.02E-05,1.00E+00
357,3.15E+00,3.55E+00,6.50E-01,9.17E-05,-4.69E-06,-5.09E-05,7.61E-05,1.00E+00
358,3.15E+00,3.55E+00,7.50E-01,1.07E-04,-3.45E-06,-5.46E-05,9.14E-05,1.00E+00
359,3.15E+00,3.55E+00,8.50E-01,1.20E-04,-1.70E-06,-5.75E-05,1.06E-04,1.00E+00
360,3.15E+00,3.55E+00,9.50E-01,1.32E-04,5.42E-07,-6.01E-05,1.18E-04,9.99E-01
361,3.15E+00,3.65E+00,5.00E-02,7.26E-06,-5.92E-08,-6.96E-06,2.07E-06,1.00E+00
362,3.15E+00,3.65E+00,1.50E-01,2.25E-05,-2.44E-06,-2.11E-05,7.32E-06,1.00E+00
363,3.15E+00,3.65E+00,2.50E-01,3.82E-05,-3.90E-06,-3.36E-05,1.79E-05,1.00E+00
364,3.15E+00,3.65E+00,3.50E-01,5.35E-05,-4.79E-06,-4.38E-05,3.04E-05,1.00E+00
365,3.15E+00,3.65E+00,4.50E-01,6.90E-05,-5.05E-06,-5.20E-05,4.50E-05,1.00E+00
366,3.15E+00,3.65E+00,5.50E-01,8.41E-05,-4.70E-06,-5.86E-05,6.02E-05,1.00E+00
367,3.15E+00,3.65E+00,6.50E-01,9.87E-05,-3.74E-06,-6.37E-05,7.54E-05,1.00E+00
368,3.15E+00,3.65E+00,7.50E-01,1.12E-04,-2.26E-06,-6.78E-05,8.96E-05,1.00E+00
369,3.15E+00,3.65E+00,8.50E-01,1.25E-04,-2.81E-07,-7.11E-05,1.02E-04,1.00E+00
370,3.15E+00,3.65E+00,9.50E-01,1.35E-04,2.14E-06,-7.38E-05,1.13E-04,1.00E+00
371,3.15E+00,3.75E+00,5.00E-02,1.01E-05,-3.63E-08,-9.79E-06,2.33E-06,1.00E+00
372,3.15E+00,3.75E+00,1.50E-01,2.84E-05,-2.31E-06,-2.73E-05,7.47E-06,1.00E+00
373,3.15E+00,3.75E+00,2.50E-01,4.60E-05,-3.73E-06,-4.21E-05,1.81E-05,1.00E+00
374,3.15E+00,3.75E+00,3.50E-01,6.21E-05,-4.57E-06,-5.39E-05,3.05E-05,1.00E+00
375,3.15E+00,3.75E+00,4.50E-01,7.75E-05,-4.72E-06,-6.32E-05,4.47E-05,1.00E+00
376,3.15E+00,3.75E+00,5.50E-01,9.21E-05,-4.20E-06,-7.04E-05,5.93E-05,1.00E+00
377,3.15E+00,3.75E+00,6.50E-01,1.06E-04,-3.03E-06,-7.60E-05,7.35E-05,1.00E+00
378,3.15E+00,3.75E+00,7.50E-01,1.18E-04,-1.32E-06,-8.04E-05,8.65E-05,1.00E+00
379,3.15E+00,3.75E+00,8.50E-01,1.29E-04,8.47E-07,-8.40E-05,9.77E-05,1.00E+00
380,3.15E+00,3.75E+00,9.50E-01,1.38E-04,3.43E-06,-8.69E-05,1.07E-04,1.00E+00
381,3.15E+00,3.85E+00,5.00E-02,1.28E-05,-1.33E-08,-1.26E-05,2.28E-06,1.00E+00
382,3.15E+00,3.85E+00,1.50E-01,3.45E-05,-2.27E-06,-3.36E-05,7.57E-06,1.00E+00
383,3.15E+00,3.85E+00,2.50E-01,5.38E-05,-3.72E-06,-5.05E-05,1.80E-05,1.00E+00
384,3.15E+00,3.85E+00,3.50E-01,7.06E-05,-4.52E-06,-6.37E-05,3.01E-05,1.00E+00
385,3.15E+00,3.85E+00,4.50E-01,8.59E-05,-4.57E-06,-7.38E-05,4.38E-05,1.00E+00
386,3.15E+00,3.85E+00,5.50E-01,9.99E-05,-3.91E-06,-8.16E-05,5.76E-05,1.00E+00
387,3.15E+00,3.85E+00,6.50E-01,1.13E-04,-2.55E-06,-8.75E-05,7.06E-05,1.00E+00
388,3.15E+00,3.85E+00,7.50E-01,1.24E-04,-6.56E-07,-9.21E-05,8.22E-05,1.00E+00
389,3.15E+00,3.85E+00,8.50E-01,1.33E-04,1.66E-06,-9.58E-05,9.18E-05,1.00E+00
390,3.15E+00,3.85E+00,9.50E-01,1.40E-04,4.35E-06,-9.89E-05,9.89E-05,1.00E+00
391,3.15E+00,3.95E+00,5.00E-02,1.58E-05,-2.53E-08,-1.56E-05,2.12E-06,1.00E+00
392,3.15E+00,3.95E+00,1.50E-01,4.05E-05,-2.35E-06,-3.97E-05,7.55E-06,1.00E+00
393,3.15E+00,3.95E+00,2.50E-01,6.13E-05,-3.84E-06,-5.86E-05,1.77E-05,1.00E+00
394,3.15E+00,3.95E+00,3.50E-01,7.87E-05,-4.62E-06,-7.29E-05,2.94E-05,1.00E+00
395,3.15E+00,3.95E+00,4.50E-01,9.39E-05,-4.58E-06,-8.36E-05,4.24E-05,1.00E+00
396,3.15E+00,3.95E+00,5.50E-01,1.07E-04,-3.77E-06,-9.18E-05,5.52E-05,1.00E+00
397,3.15E+00,3.95E+00,6.50E-01,1.19E-04,-2.24E-06,-9.79E-05,6.70E-05,1.00E+00
398,3.15E+00,3.95E+00,7.50E-01,1.28E-04,-2.19E-07,-1.03E-04,7.71E-05,1.00E+00
399,3.15E+00,3.95E+00,8.50E-01,1.36E-04,2.25E-06,-1.06E-04,8.49E-05,1.00E+00
400,3.15E+00,3.95E+00,9.50E-01,1.42E-04,5.03E-06,-1.09E-04,9.01E-05,1.00E+00
401,3.15E+00,4.05E+00,5.00E-02,1.86E-05,-1.24E-07,-1.85E-05,2.08E-06,1.00E+00
402,3.15E+00,4.05E+00,1.50E-01,4.61E-05,-2.54E-06,-4.55E-05,7.44E-06,1.00E+00
403,3.15E+00,4.05E+00,2.50E-01,6.83E-05,-4.09E-06,-6.60E-05,1.73E-05,1.00E+00
404,3.15E+00,4.05E+00,3.50E-01,8.61E-05,-4.85E-06,-8.11E-05,2.84E-05,1.00E+00
405,3.15E+00,4.05E+00,4.50E-01,1.01E-04,-4.74E-06,-9.24E-05,4.06E-05,1.00E+00
406,3.15E+00,4.05E+00,5.50E-01,1.14E-04,-3.78E-06,-1.01E-04,5.23E-05,1.00E+00
407,3.15E+00,4.05E+00,6.50E-01,1.24E-04,-2.10E-06,-1.07E-04,6.28E-05,1.00E+00
408,3.15E+00,4.05E+00,7.50E-01,1.32E-04,9.50E-08,-1.12E-04,7.12E-05,1.00E+00
409,3.15E+00,4.05E+00,8.50E-01,1.39E-04,2.66E-06,-1.15E-04,7.72E-05,1.00E+00
410,3.15E+00,4.05E+00,9.50E-01,1.43E-04,5.47E-06,-1.18E-04,8.04E-05,1.00E+00
411,3.15E+00,4.15E+00,5.00E-02,2.12E-05,-2.72E-07,-2.11E-05,2.05E-06,1.00E+00
412,3.15E+00,4.15E+00,1.50E-01,5.13E-05,-2.83E-06,-5.07E-05,7.22E-06,1.00E+00
413,3.15E+00,4.15E+00,2.50E-01,7.45E-05,-4.46E-06,-7.25E-05,1.66E-05,1.00E+00
414,3.15E+00,4.15E+00,3.50E-01,9.25E-05,-5.23E-06,-8.83E-05,2.71E-05,1.00E+00
415,3.15E+00,4.15E+00,4.50E-01,1.07E-04,-5.03E-06,-9.98E-05,3.83E-05,1.00E+00
416,3.15E+00,4.15E+00,5.50E-01,1.19E-04,-3.93E-06,-1.08E-04,4.89E-05,1.00E+00
417,3.15E+00,4.15E+00,6.50E-01,1.28E-04,-2.08E-06,-1.14E-04,5.80E-05,1.00E+00
418,3.15E+00,4.15E+00,7.50E-01,1.35E-04,2.61E-07,-1.19E-04,6.48E-05,1.00E+00
419,3.15E+00,4.15E+00,8.50E-01,1.41E-04,2.92E-06,-1.22E-04,6.91E-05,1.00E+00
420,3.15E+00,4.15E+00,9.50E-01,1.44E-04,5.80E-06,-1.26E-04,7.04E-05,1.00E+00
421,3.15E+00,4.25E+00,5.00E-02,2.36E-05,-4.69E-07,-2.35E-05,2.01E-06,1.00E+00
422,3.15E+00,4.25E+00,1.50E-01,5.57E-05,-3.21E-06,-5.52E-05,6.91E-06,1.00E+00
423,3.15E+00,4.25E+00,2.50E-01,7.97E-05,-4.96E-06,-7.79E-05,1.57E-05,1.00E+00
424,3.15E+00,4.25E+00,3.50E-01,9.77E-05,-5.73E-06,-9.41E-05,2.55E-05,1.00E+00
425,3.15E+00,4.25E+00,4.50E-01,1.12E-04,-5.46E-06,-1.06E-04,3.58E-05,1.00E+00
426,3.15E+00,4.25E+00,5.50E-01,1.23E-04,-4.22E-06,-1.14E-04,4.52E-05,1.00E+00
427,3.15E+00,4.25E+00,6.50E-01,1.31E-04,-2.19E-06,-1.20E-04,5.29E-05,1.00E+00
428,3.15E+00,4.25E+00,7.50E-01,1.37E-04,3.24E-07,-1.24E-04,5.82E-05,1.00E+00
429,3.15E+00,4.25E+00,8.50E-01,1.42E-04,3.11E-06,-1.28E-04,6.07E-05,1.00E+00
430,3.15E+00,4.25E+00,9.50E-01,1.44E-04,5.89E-06,-1.31E-04,6.00E-05,1.00E+00
431,3.15E+00,4.35E+00,5.00E-02,2.56E-05,-7.12E-07,-2.55E-05,1.93E-06,1.00E+00
432,3.15E+00,4.35E+00,1.50E-01,5.92E-05,-3.69E-06,-5.87E-05,6.50E-06,1.00E+00
433,3.15E+00,4.35E+00,2.50E-01,8.36E-05,-5.57E-06,-8.21E-05,1.47E-05,1.00E+00
434,3.15E+00,4.35E+00,3.50E-01,1.01E-04,-6.35E-06,-9.84E-05,2.37E-05,1.00E+00
435,3.15E+00,4.35E+00,4.50E-01,1.15E-04,-6.01E-06,-1.10E-04,3.29E-05,1.00E+00
436,3.15E+00,4.35E+00,5.50E-01,1.25E-04,-4.64E-06,-1.18E-04,4.11E-05,1.00E+00
437,3.15E+00,4.35E+00,6.50E-01,1.33E-04,-2.40E-06,-1.24E-04,4.76E-05,1.00E+00
438,3.15E+00,4.35E+00,7.50E-01,1.38E-04,2.65E-07,-1.28E-04,5.13E-05,1.00E+00
439,3.15E+00,4.35E+00,8.50E-01,1.42E-04,3.02E-06,-1.32E-04,5.21E-05,1.00E+00
440,3.15E+00,4.35E+00,9.50E-01,1.43E-04,5.70E-06,-1.34E-04,4.98E-05,1.00E+00
441,3.15E+00,4.45E+00,5.00E-02,2.71E-05,-9.98E-07,-2.70E-05,1.82E-06,1.00E+00
442,3.15E+00,4.45E+00,1.50E-01,6.17E-05,-4.24E-06,-6.12E-05,6.00E-06,1.00E+00
443,3.15E+00,4.45E+00,2.50E-01,8.61E-05,-6.28E-06,-8.48E-05,1.35E-05,1.00E+00
444,3.15E+00,4.45E+00,3.50E-01,1.04E-04,-7.08E-06,-1.01E-04,2.16E-05,1.00E+00
445,3.15E+00,4.45E+00,4.50E-01,1.16E-04,-6.66E-06,-1.12E-04,2.98E-05,1.00E+00
446,3.15E+00,4.45E+00,5.50E-01,1.26E-04,-5.12E-06,-1.20E-04,3.69E-05,1.00E+00
447,3.15E+00,4.45E+00,6.50E-01,1.33E-04,-2.76E-06,-1.26E-04,4.20E-05,1.00E+00
448,3.15E+00,4.45E+00,7.50E-01,1.38E-04,-6.12E-08,-1.30E-04,4.43E-05,1.00E+00
449,3.15E+00,4.45E+00,8.50E-01,1.40E-04,2.69E-06,-1.33E-04,4.37E-05,1.00E+00
450,3.15E+00,4.45E+00,9.50E-01,1.42E-04,5.34E-06,-1.36E-04,4.00E-05,1.00E+00
451,3.15E+00,4.55E+00,5.00E-02,2.81E-05,-1.31E-06,-2.80E-05,1.68E-06,1.00E+00
452,3.15E+00,4.55E+00,1.50E-01,6.30E-05,-4.85E-06,-6.26E-05,5.40E-06,1.00E+00
453,3.15E+00,4.55E+00,2.50E-01,8.71E-05,-7.05E-06,-8.60E-05,1.21E-05,1.00E+00
454,3.15E+00,4.55E+00,3.50E-01,1.04E-04,-7.88E-06,-1.02E-04,1.93E-05,1.00E+00
455,3.15E+00,4.55E+00,4.50E-01,1.16E-04,-7.38E-06,-1.13E-04,2.65E-05,1.00E+00
456,3.15E+00,4.55E+00,5.50E-01,1.25E-04,-5.74E-06,-1.21E-04,3.25E-05,1.00E+00
457,3.15E+00,4.55E+00,6.50E-01,1.31E-04,-3.33E-06,-1.26E-04,3.63E-05,1.00E+00
458,3.15E+00,4.55E+00,7.50E-01,1.36E-04,-6.07E-07,-1.30E-04,3.74E-05,1.00E+00
459,3.15E+00,4.55E+00,8.50E-01,1.38E-04,2.18E-06,-1.34E-04,3.56E-05,1.00E+00
460,3.15E+00,4.55E+00,9.50E-01,1.40E-04,4.74E-06,-1.36E-04,3.08E-05,1.00E+00
461,3.15E+00,4.65E+00,5.00E-02,2.84E-05,-1.64E-06,-2.83E-05,1.50E-06,1.00E+00
462,3.15E+00,4.65E+00,1.50E-01,6.30E-05,-5.49E-06,-6.26E-05,4.72E-06,1.00E+00
463,3.15E+00,4.65E+00,2.50E-01,8.65E-05,-7.87E-06,-8.55E-05,1.06E-05,1.00E+00
464,3.15E+00,4.65E+00,3.50E-01,1.03E-04,-8.74E-06,-1.01E-04,1.69E-05,1.00E+00
